V4_0,calendar-years,time,admin-geography,geography,mid-year-pop-age,age,mid-year-pop-sex,sex
786,2017,2017,E06000003,Redcar and Cleveland,21,21,1,Male
797,2017,2017,E06000003,Redcar and Cleveland,36,36,2,Female
2604,2017,2017,E06000004,Stockton-on-Tees,27,27,0,All
345,2017,2017,E06000002,Middlesbrough,83,83,2,Female
1222,2017,2017,E06000002,Middlesbrough,24,24,1,Male
921,2017,2017,E06000003,Redcar and Cleveland,64,64,2,Female
779,2017,2017,E06000002,Middlesbrough,61,61,1,Male
674,2017,2017,E06000003,Redcar and Cleveland,15,15,2,Female
2511,2017,2017,E06000004,Stockton-on-Tees,30,30,0,All
404,2017,2017,E06000002,Middlesbrough,81,81,2,Female
955,2017,2017,E06000003,Redcar and Cleveland,50,50,1,Male
722,2017,2017,E06000002,Middlesbrough,40,40,2,Female
2608,2017,2017,E06000004,Stockton-on-Tees,9,9,0,All
1025,2017,2017,E06000003,Redcar and Cleveland,53,53,2,Female
704,2017,2017,E06000003,Redcar and Cleveland,42,42,2,Female
695,2017,2017,E06000003,Redcar and Cleveland,43,43,1,Male
1640,2017,2017,E06000003,Redcar and Cleveland,30,30,0,All
814,2017,2017,E06000003,Redcar and Cleveland,30,30,1,Male
826,2017,2017,E06000003,Redcar and Cleveland,30,30,2,Female
737,2017,2017,E06000003,Redcar and Cleveland,44,44,1,Male
480,2017,2017,E06000003,Redcar and Cleveland,81,81,2,Female
822,2017,2017,E06000003,Redcar and Cleveland,35,35,2,Female
397,2017,2017,E06000004,Stockton-on-Tees,89,89,0,All
1414,2017,2017,E06000003,Redcar and Cleveland,21,21,0,All
2527,2017,2017,E06000004,Stockton-on-Tees,60,60,0,All
1143,2017,2017,E06000002,Middlesbrough,20,20,2,Female
2202,2017,2017,E06000004,Stockton-on-Tees,20,20,0,All
186,2017,2017,E06000002,Middlesbrough,85,85,1,Male
1882,2017,2017,E06000003,Redcar and Cleveland,49,49,0,All
2777,2017,2017,E06000004,Stockton-on-Tees,49,49,0,All
710,2017,2017,E06000003,Redcar and Cleveland,41,41,2,Female
2366,2017,2017,E06000004,Stockton-on-Tees,18,18,0,All
1702,2017,2017,E06000003,Redcar and Cleveland,5,5,0,All
367,2017,2017,E06000003,Redcar and Cleveland,84,84,2,Female
2305,2017,2017,E06000004,Stockton-on-Tees,43,43,0,All
1688,2017,2017,E06000003,Redcar and Cleveland,64,64,0,All
873,2017,2017,E06000003,Redcar and Cleveland,69,69,1,Male
2283,2017,2017,E06000004,Stockton-on-Tees,0,0,0,All
762,2017,2017,E06000003,Redcar and Cleveland,32,32,1,Male
736,2017,2017,E06000003,Redcar and Cleveland,34,34,2,Female
1093,2017,2017,E06000003,Redcar and Cleveland,54,54,2,Female
2234,2017,2017,E06000004,Stockton-on-Tees,41,41,0,All
183,2017,2017,E06000004,Stockton-on-Tees,88,88,1,Male
1525,2017,2017,E06000003,Redcar and Cleveland,72,72,0,All
1026,2017,2017,E06000002,Middlesbrough,29,29,2,Female
278,2017,2017,E06000004,Stockton-on-Tees,86,86,1,Male
849,2017,2017,E06000002,Middlesbrough,37,37,2,Female
2043,2017,2017,E06000004,Stockton-on-Tees,66,66,0,All
2208,2017,2017,E06000004,Stockton-on-Tees,69,69,0,All
1618,2017,2017,E06000003,Redcar and Cleveland,62,62,0,All
1302,2017,2017,E06000004,Stockton-on-Tees,8,8,1,Male
2838,2017,2017,E06000004,Stockton-on-Tees,52,52,0,All
2546,2017,2017,E06000004,Stockton-on-Tees,35,35,0,All
1469,2017,2017,E06000003,Redcar and Cleveland,13,13,0,All
2456,2017,2017,E06000004,Stockton-on-Tees,11,11,0,All
2873,2017,2017,E06000004,Stockton-on-Tees,51,51,0,All
2384,2017,2017,E06000004,Stockton-on-Tees,3,3,0,All
767,2017,2017,E06000003,Redcar and Cleveland,7,7,2,Female
628,2017,2017,E06000003,Redcar and Cleveland,21,21,2,Female
2168,2017,2017,E06000004,Stockton-on-Tees,16,16,0,All
1058,2017,2017,E06000003,Redcar and Cleveland,50,50,2,Female
1267,2017,2017,E06000004,Stockton-on-Tees,37,37,2,Female
1305,2017,2017,E06000004,Stockton-on-Tees,6,6,2,Female
1136,2017,2017,E06000003,Redcar and Cleveland,76,76,0,All
1273,2017,2017,E06000004,Stockton-on-Tees,7,7,2,Female
872,2017,2017,E06000002,Middlesbrough,49,49,2,Female
1305,2017,2017,E06000004,Stockton-on-Tees,4,4,1,Male
519,2017,2017,E06000002,Middlesbrough,74,74,2,Female
1646,2017,2017,E06000003,Redcar and Cleveland,66,66,0,All
1288,2017,2017,E06000004,Stockton-on-Tees,3,3,1,Male
1100,2017,2017,E06000004,Stockton-on-Tees,80,80,0,All
1303,2017,2017,E06000004,Stockton-on-Tees,9,9,1,Male
1460,2017,2017,E06000003,Redcar and Cleveland,43,43,0,All
2808,2017,2017,E06000004,Stockton-on-Tees,53,53,0,All
2708,2017,2017,E06000004,Stockton-on-Tees,56,56,0,All
2091,2017,2017,E06000004,Stockton-on-Tees,15,15,0,All
2263,2017,2017,E06000004,Stockton-on-Tees,17,17,0,All
935,2017,2017,E06000003,Redcar and Cleveland,47,47,2,Female
2129,2017,2017,E06000004,Stockton-on-Tees,40,40,0,All
464,2017,2017,E06000003,Redcar and Cleveland,82,82,2,Female
2497,2017,2017,E06000004,Stockton-on-Tees,36,36,0,All
99694,2017,2017,E06000004,Stockton-on-Tees,total,Total,2,Female
788,2017,2017,E06000003,Redcar and Cleveland,28,28,1,Male
998,2017,2017,E06000004,Stockton-on-Tees,15,15,2,Female
1093,2017,2017,E06000004,Stockton-on-Tees,15,15,1,Male
1070,2017,2017,E06000003,Redcar and Cleveland,79,79,0,All
763,2017,2017,E06000003,Redcar and Cleveland,72,72,1,Male
1748,2017,2017,E06000003,Redcar and Cleveland,61,61,0,All
1198,2017,2017,E06000004,Stockton-on-Tees,1,1,1,Male
1045,2017,2017,E06000004,Stockton-on-Tees,69,69,1,Male
796,2017,2017,E06000003,Redcar and Cleveland,7,7,1,Male
1270,2017,2017,E06000004,Stockton-on-Tees,35,35,1,Male
1250,2017,2017,E06000004,Stockton-on-Tees,11,11,1,Male
1191,2017,2017,E06000004,Stockton-on-Tees,13,13,1,Male
1307,2017,2017,E06000001,Hartlepool,25,25,0,All
1108,2017,2017,E06000001,Hartlepool,16,16,0,All
988,2017,2017,E06000001,Hartlepool,15,15,0,All
1132,2017,2017,E06000001,Hartlepool,27,27,0,All
1112,2017,2017,E06000001,Hartlepool,24,24,0,All
1271,2017,2017,E06000001,Hartlepool,29,29,0,All
1175,2017,2017,E06000001,Hartlepool,23,23,0,All
1075,2017,2017,E06000001,Hartlepool,37,37,0,All
1126,2017,2017,E06000001,Hartlepool,35,35,0,All
587,2017,2017,E06000001,Hartlepool,6,6,2,Female
417,2017,2017,E06000001,Hartlepool,79,79,2,Female
955,2017,2017,E06000001,Hartlepool,19,19,0,All
1168,2017,2017,E06000001,Hartlepool,22,22,0,All
513,2017,2017,E06000001,Hartlepool,12,12,1,Male
653,2017,2017,E06000001,Hartlepool,77,77,0,All
776,2017,2017,E06000001,Hartlepool,90+,90+,0,All
544,2017,2017,E06000001,Hartlepool,20,20,1,Male
569,2017,2017,E06000001,Hartlepool,11,11,1,Male
654,2017,2017,E06000001,Hartlepool,25,25,1,Male
570,2017,2017,E06000001,Hartlepool,1,1,1,Male
592,2017,2017,E06000001,Hartlepool,10,10,1,Male
534,2017,2017,E06000001,Hartlepool,2,2,1,Male
1169,2017,2017,E06000001,Hartlepool,28,28,0,All
1013,2017,2017,E06000001,Hartlepool,20,20,0,All
536,2017,2017,E06000001,Hartlepool,62,62,1,Male
658,2017,2017,E06000001,Hartlepool,79,79,0,All
388,2017,2017,E06000001,Hartlepool,85,85,0,All
943,2017,2017,E06000001,Hartlepool,40,40,0,All
659,2017,2017,E06000001,Hartlepool,30,30,2,Female
1139,2017,2017,E06000001,Hartlepool,33,33,0,All
982,2017,2017,E06000001,Hartlepool,42,42,0,All
1154,2017,2017,E06000001,Hartlepool,70,70,0,All
1836,2017,2017,E06000002,Middlesbrough,53,53,0,All
515,2017,2017,E06000001,Hartlepool,42,42,2,Female
1167,2017,2017,E06000001,Hartlepool,32,32,0,All
189,2017,2017,E06000001,Hartlepool,84,84,1,Male
1081,2017,2017,E06000001,Hartlepool,34,34,0,All
624,2017,2017,E06000001,Hartlepool,31,31,2,Female
533,2017,2017,E06000001,Hartlepool,69,69,1,Male
191,2017,2017,E06000001,Hartlepool,83,83,1,Male
488,2017,2017,E06000001,Hartlepool,13,13,2,Female
627,2017,2017,E06000001,Hartlepool,47,47,1,Male
761,2017,2017,E06000001,Hartlepool,52,52,1,Male
645,2017,2017,E06000001,Hartlepool,58,58,1,Male
589,2017,2017,E06000001,Hartlepool,48,48,1,Male
592,2017,2017,E06000001,Hartlepool,8,8,1,Male
755,2017,2017,E06000002,Middlesbrough,36,36,1,Male
523,2017,2017,E06000001,Hartlepool,37,37,1,Male
531,2017,2017,E06000001,Hartlepool,33,33,1,Male
111,2017,2017,E06000001,Hartlepool,86,86,1,Male
254,2017,2017,E06000001,Hartlepool,84,84,2,Female
746,2017,2017,E06000001,Hartlepool,73,73,0,All
1023,2017,2017,E06000001,Hartlepool,66,66,0,All
1169,2017,2017,E06000001,Hartlepool,44,44,0,All
684,2017,2017,E06000002,Middlesbrough,69,69,1,Male
467,2017,2017,E06000001,Hartlepool,42,42,1,Male
842,2017,2017,E06000002,Middlesbrough,76,76,0,All
698,2017,2017,E06000001,Hartlepool,56,56,2,Female
636,2017,2017,E06000001,Hartlepool,78,78,0,All
1179,2017,2017,E06000001,Hartlepool,45,45,0,All
1747,2017,2017,E06000002,Middlesbrough,8,8,0,All
89,2017,2017,E06000001,Hartlepool,88,88,1,Male
458,2017,2017,E06000001,Hartlepool,19,19,2,Female
263,2017,2017,E06000001,Hartlepool,76,76,1,Male
502,2017,2017,E06000001,Hartlepool,14,14,2,Female
2095,2017,2017,E06000002,Middlesbrough,19,19,0,All
552,2017,2017,E06000001,Hartlepool,37,37,2,Female
593,2017,2017,E06000001,Hartlepool,23,23,2,Female
893,2017,2017,E06000002,Middlesbrough,8,8,2,Female
575,2017,2017,E06000001,Hartlepool,60,60,2,Female
265,2017,2017,E06000001,Hartlepool,80,80,1,Male
378,2017,2017,E06000001,Hartlepool,73,73,1,Male
1502,2017,2017,E06000002,Middlesbrough,14,14,0,All
526,2017,2017,E06000001,Hartlepool,2,2,2,Female
528,2017,2017,E06000001,Hartlepool,82,82,0,All
673,2017,2017,E06000001,Hartlepool,74,74,0,All
1070,2017,2017,E06000001,Hartlepool,65,65,0,All
158,2017,2017,E06000001,Hartlepool,88,88,2,Female
740,2017,2017,E06000002,Middlesbrough,70,70,1,Male
1125,2017,2017,E06000002,Middlesbrough,28,28,1,Male
591,2017,2017,E06000001,Hartlepool,4,4,1,Male
285,2017,2017,E06000001,Hartlepool,81,81,2,Female
526,2017,2017,E06000001,Hartlepool,68,68,1,Male
855,2017,2017,E06000002,Middlesbrough,12,12,1,Male
2326,2017,2017,E06000002,Middlesbrough,25,25,0,All
543,2017,2017,E06000001,Hartlepool,3,3,2,Female
307,2017,2017,E06000001,Hartlepool,82,82,2,Female
221,2017,2017,E06000001,Hartlepool,82,82,1,Male
326,2017,2017,E06000001,Hartlepool,78,78,2,Female
790,2017,2017,E06000002,Middlesbrough,39,39,1,Male
1456,2017,2017,E06000003,Redcar and Cleveland,12,12,0,All
586,2017,2017,E06000001,Hartlepool,62,62,2,Female
987,2017,2017,E06000002,Middlesbrough,73,73,0,All
267,2017,2017,E06000001,Hartlepool,83,83,2,Female
1960,2017,2017,E06000002,Middlesbrough,52,52,0,All
676,2017,2017,E06000001,Hartlepool,49,49,2,Female
653,2017,2017,E06000001,Hartlepool,26,26,1,Male
378,2017,2017,E06000001,Hartlepool,77,77,2,Female
527,2017,2017,E06000001,Hartlepool,36,36,1,Male
434,2017,2017,E06000001,Hartlepool,71,71,2,Female
1117,2017,2017,E06000002,Middlesbrough,23,23,2,Female
825,2017,2017,E06000002,Middlesbrough,77,77,0,All
1014,2017,2017,E06000002,Middlesbrough,6,6,2,Female
47658,2017,2017,E06000001,Hartlepool,total,Total,2,Female
542,2017,2017,E06000001,Hartlepool,35,35,1,Male
2087,2017,2017,E06000002,Middlesbrough,28,28,0,All
844,2017,2017,E06000002,Middlesbrough,53,53,1,Male
1481,2017,2017,E06000002,Middlesbrough,41,41,0,All
1008,2017,2017,E06000002,Middlesbrough,0,0,1,Male
365,2017,2017,E06000001,Hartlepool,74,74,2,Female
315,2017,2017,E06000002,Middlesbrough,88,88,0,All
896,2017,2017,E06000002,Middlesbrough,36,36,2,Female
886,2017,2017,E06000002,Middlesbrough,1,1,2,Female
1972,2017,2017,E06000002,Middlesbrough,3,3,0,All
1525,2017,2017,E06000003,Redcar and Cleveland,36,36,0,All
181,2017,2017,E06000001,Hartlepool,87,87,2,Female
946,2017,2017,E06000002,Middlesbrough,74,74,0,All
1588,2017,2017,E06000002,Middlesbrough,37,37,0,All
523,2017,2017,E06000002,Middlesbrough,72,72,1,Male
2036,2017,2017,E06000002,Middlesbrough,4,4,0,All
515,2017,2017,E06000001,Hartlepool,67,67,1,Male
885,2017,2017,E06000002,Middlesbrough,10,10,1,Male
666,2017,2017,E06000001,Hartlepool,51,51,1,Male
861,2017,2017,E06000002,Middlesbrough,56,56,1,Male
850,2017,2017,E06000002,Middlesbrough,45,45,2,Female
743,2017,2017,E06000003,Redcar and Cleveland,31,31,1,Male
1681,2017,2017,E06000002,Middlesbrough,35,35,0,All
1374,2017,2017,E06000002,Middlesbrough,40,40,0,All
1164,2017,2017,E06000002,Middlesbrough,27,27,1,Male
473,2017,2017,E06000002,Middlesbrough,73,73,1,Male
148,2017,2017,E06000002,Middlesbrough,87,87,1,Male
718,2017,2017,E06000002,Middlesbrough,81,81,0,All
897,2017,2017,E06000002,Middlesbrough,30,30,1,Male
2495,2017,2017,E06000002,Middlesbrough,21,21,0,All
695,2017,2017,E06000002,Middlesbrough,66,66,2,Female
517,2017,2017,E06000002,Middlesbrough,72,72,2,Female
1932,2017,2017,E06000003,Redcar and Cleveland,57,57,0,All
1857,2017,2017,E06000002,Middlesbrough,51,51,0,All
765,2017,2017,E06000002,Middlesbrough,43,43,1,Male
1824,2017,2017,E06000002,Middlesbrough,9,9,0,All
782,2017,2017,E06000002,Middlesbrough,43,43,2,Female
1447,2017,2017,E06000002,Middlesbrough,39,39,0,All
532,2017,2017,E06000001,Hartlepool,4,4,2,Female
140639,2017,2017,E06000002,Middlesbrough,total,Total,0,All
693,2017,2017,E06000001,Hartlepool,54,54,1,Male
779,2017,2017,E06000002,Middlesbrough,35,35,1,Male
641,2017,2017,E06000002,Middlesbrough,66,66,1,Male
631,2017,2017,E06000003,Redcar and Cleveland,38,38,1,Male
1374,2017,2017,E06000003,Redcar and Cleveland,20,20,0,All
1245,2017,2017,E06000002,Middlesbrough,25,25,1,Male
682,2017,2017,E06000002,Middlesbrough,63,63,1,Male
780,2017,2017,E06000002,Middlesbrough,42,42,1,Male
357,2017,2017,E06000002,Middlesbrough,78,78,1,Male
1012,2017,2017,E06000002,Middlesbrough,7,7,1,Male
788,2017,2017,E06000002,Middlesbrough,16,16,2,Female
2405,2017,2017,E06000002,Middlesbrough,24,24,0,All
787,2017,2017,E06000002,Middlesbrough,44,44,1,Male
1389,2017,2017,E06000003,Redcar and Cleveland,41,41,0,All
668,2017,2017,E06000002,Middlesbrough,68,68,2,Female
1343,2017,2017,E06000002,Middlesbrough,65,65,0,All
1289,2017,2017,E06000003,Redcar and Cleveland,74,74,0,All
1517,2017,2017,E06000002,Middlesbrough,15,15,0,All
814,2017,2017,E06000002,Middlesbrough,58,58,1,Male
1076,2017,2017,E06000002,Middlesbrough,29,29,1,Male
1543,2017,2017,E06000003,Redcar and Cleveland,17,17,0,All
1042,2017,2017,E06000002,Middlesbrough,3,3,1,Male
489,2017,2017,E06000001,Hartlepool,41,41,2,Female
851,2017,2017,E06000002,Middlesbrough,46,46,1,Male
422,2017,2017,E06000001,Hartlepool,72,72,1,Male
357,2017,2017,E06000003,Redcar and Cleveland,82,82,1,Male
70,2017,2017,E06000002,Middlesbrough,89,89,1,Male
1753,2017,2017,E06000003,Redcar and Cleveland,45,45,0,All
782,2017,2017,E06000002,Middlesbrough,63,63,2,Female
618,2017,2017,E06000002,Middlesbrough,67,67,1,Male
822,2017,2017,E06000002,Middlesbrough,60,60,1,Male
894,2017,2017,E06000002,Middlesbrough,10,10,2,Female
1353,2017,2017,E06000003,Redcar and Cleveland,42,42,0,All
846,2017,2017,E06000002,Middlesbrough,57,57,1,Male
397,2017,2017,E06000002,Middlesbrough,79,79,1,Male
1529,2017,2017,E06000002,Middlesbrough,42,42,0,All
733,2017,2017,E06000002,Middlesbrough,70,70,2,Female
749,2017,2017,E06000003,Redcar and Cleveland,2,2,1,Male
848,2017,2017,E06000003,Redcar and Cleveland,9,9,1,Male
1290,2017,2017,E06000002,Middlesbrough,20,20,1,Male
1618,2017,2017,E06000003,Redcar and Cleveland,71,71,0,All
1389,2017,2017,E06000002,Middlesbrough,69,69,0,All
2038,2017,2017,E06000003,Redcar and Cleveland,52,52,0,All
1081,2017,2017,E06000002,Middlesbrough,25,25,2,Female
748,2017,2017,E06000001,Hartlepool,50,50,2,Female
1027,2017,2017,E06000002,Middlesbrough,31,31,1,Male
578,2017,2017,E06000001,Hartlepool,5,5,2,Female
239,2017,2017,E06000002,Middlesbrough,84,84,1,Male
941,2017,2017,E06000002,Middlesbrough,34,34,2,Female
66118,2017,2017,E06000003,Redcar and Cleveland,total,Total,1,Male
680,2017,2017,E06000003,Redcar and Cleveland,35,35,1,Male
702,2017,2017,E06000002,Middlesbrough,67,67,2,Female
294,2017,2017,E06000002,Middlesbrough,82,82,1,Male
357,2017,2017,E06000002,Middlesbrough,77,77,1,Male
934,2017,2017,E06000002,Middlesbrough,56,56,2,Female
893,2017,2017,E06000002,Middlesbrough,7,7,2,Female
1794,2017,2017,E06000003,Redcar and Cleveland,47,47,0,All
1208,2017,2017,E06000002,Middlesbrough,22,22,1,Male
826,2017,2017,E06000002,Middlesbrough,17,17,2,Female
945,2017,2017,E06000003,Redcar and Cleveland,57,57,1,Male
569,2017,2017,E06000003,Redcar and Cleveland,76,76,1,Male
431,2017,2017,E06000002,Middlesbrough,75,75,1,Male
1049,2017,2017,E06000003,Redcar and Cleveland,51,51,1,Male
995,2017,2017,E06000002,Middlesbrough,1,1,1,Male
1483,2017,2017,E06000003,Redcar and Cleveland,73,73,0,All
1025,2017,2017,E06000002,Middlesbrough,26,26,2,Female
1801,2017,2017,E06000003,Redcar and Cleveland,69,69,0,All
606,2017,2017,E06000002,Middlesbrough,68,68,1,Male
1645,2017,2017,E06000002,Middlesbrough,45,45,0,All
930,2017,2017,E06000002,Middlesbrough,3,3,2,Female
552,2017,2017,E06000001,Hartlepool,61,61,2,Female
2193,2017,2017,E06000004,Stockton-on-Tees,64,64,0,All
1919,2017,2017,E06000003,Redcar and Cleveland,56,56,0,All
612,2017,2017,E06000003,Redcar and Cleveland,40,40,1,Male
1512,2017,2017,E06000003,Redcar and Cleveland,8,8,0,All
962,2017,2017,E06000002,Middlesbrough,5,5,2,Female
915,2017,2017,E06000002,Middlesbrough,11,11,2,Female
854,2017,2017,E06000003,Redcar and Cleveland,6,6,1,Male
2013,2017,2017,E06000003,Redcar and Cleveland,50,50,0,All
468,2017,2017,E06000002,Middlesbrough,77,77,2,Female
942,2017,2017,E06000002,Middlesbrough,51,51,2,Female
795,2017,2017,E06000002,Middlesbrough,45,45,1,Male
787,2017,2017,E06000003,Redcar and Cleveland,5,5,2,Female
415,2017,2017,E06000003,Redcar and Cleveland,83,83,2,Female
845,2017,2017,E06000003,Redcar and Cleveland,28,28,2,Female
2065,2017,2017,E06000003,Redcar and Cleveland,53,53,0,All
530,2017,2017,E06000003,Redcar and Cleveland,86,86,0,All
833,2017,2017,E06000002,Middlesbrough,17,17,1,Male
741,2017,2017,E06000003,Redcar and Cleveland,2,2,2,Female
1571,2017,2017,E06000003,Redcar and Cleveland,10,10,0,All
1138,2017,2017,E06000002,Middlesbrough,26,26,1,Male
956,2017,2017,E06000002,Middlesbrough,0,0,2,Female
574,2017,2017,E06000001,Hartlepool,64,64,2,Female
698,2017,2017,E06000003,Redcar and Cleveland,22,22,2,Female
2112,2017,2017,E06000004,Stockton-on-Tees,65,65,0,All
2321,2017,2017,E06000004,Stockton-on-Tees,44,44,0,All
2135,2017,2017,E06000003,Redcar and Cleveland,51,51,0,All
846,2017,2017,E06000003,Redcar and Cleveland,68,68,1,Male
1463,2017,2017,E06000003,Redcar and Cleveland,0,0,0,All
969,2017,2017,E06000002,Middlesbrough,19,19,2,Female
813,2017,2017,E06000003,Redcar and Cleveland,22,22,1,Male
347,2017,2017,E06000002,Middlesbrough,84,84,2,Female
855,2017,2017,E06000003,Redcar and Cleveland,44,44,2,Female
840,2017,2017,E06000002,Middlesbrough,50,50,1,Male
1622,2017,2017,E06000003,Redcar and Cleveland,26,26,0,All
1663,2017,2017,E06000004,Stockton-on-Tees,73,73,0,All
327,2017,2017,E06000003,Redcar and Cleveland,86,86,2,Female
1927,2017,2017,E06000003,Redcar and Cleveland,58,58,0,All
1061,2017,2017,E06000004,Stockton-on-Tees,22,22,2,Female
858,2017,2017,E06000002,Middlesbrough,59,59,1,Male
755,2017,2017,E06000003,Redcar and Cleveland,17,17,2,Female
1444,2017,2017,E06000003,Redcar and Cleveland,16,16,0,All
2505,2017,2017,E06000004,Stockton-on-Tees,4,4,0,All
818,2017,2017,E06000002,Middlesbrough,13,13,2,Female
978,2017,2017,E06000002,Middlesbrough,52,52,1,Male
224,2017,2017,E06000001,Hartlepool,86,86,2,Female
903,2017,2017,E06000003,Redcar and Cleveland,31,31,2,Female
1307,2017,2017,E06000004,Stockton-on-Tees,5,5,1,Male
1678,2017,2017,E06000003,Redcar and Cleveland,67,67,0,All
2919,2017,2017,E06000004,Stockton-on-Tees,54,54,0,All
1592,2017,2017,E06000003,Redcar and Cleveland,44,44,0,All
203,2017,2017,E06000003,Redcar and Cleveland,86,86,1,Male
854,2017,2017,E06000002,Middlesbrough,48,48,2,Female
938,2017,2017,E06000003,Redcar and Cleveland,48,48,1,Male
762,2017,2017,E06000003,Redcar and Cleveland,72,72,2,Female
863,2017,2017,E06000003,Redcar and Cleveland,25,25,1,Male
653,2017,2017,E06000003,Redcar and Cleveland,84,84,0,All
241,2017,2017,E06000002,Middlesbrough,83,83,1,Male
1150,2017,2017,E06000004,Stockton-on-Tees,36,36,1,Male
1353,2017,2017,E06000004,Stockton-on-Tees,46,46,1,Male
796,2017,2017,E06000003,Redcar and Cleveland,8,8,1,Male
2206,2017,2017,E06000004,Stockton-on-Tees,21,21,0,All
947,2017,2017,E06000002,Middlesbrough,30,30,2,Female
2784,2017,2017,E06000004,Stockton-on-Tees,47,47,0,All
1646,2017,2017,E06000003,Redcar and Cleveland,31,31,0,All
390,2017,2017,E06000002,Middlesbrough,76,76,1,Male
1502,2017,2017,E06000003,Redcar and Cleveland,35,35,0,All
892,2017,2017,E06000003,Redcar and Cleveland,60,60,2,Female
749,2017,2017,E06000002,Middlesbrough,80,80,0,All
1263,2017,2017,E06000004,Stockton-on-Tees,58,58,1,Male
1300,2017,2017,E06000004,Stockton-on-Tees,37,37,1,Male
1153,2017,2017,E06000003,Redcar and Cleveland,78,78,0,All
830,2017,2017,E06000003,Redcar and Cleveland,29,29,2,Female
328,2017,2017,E06000003,Redcar and Cleveland,89,89,0,All
453,2017,2017,E06000002,Middlesbrough,79,79,2,Female
2282,2017,2017,E06000004,Stockton-on-Tees,13,13,0,All
859,2017,2017,E06000003,Redcar and Cleveland,47,47,1,Male
2266,2017,2017,E06000004,Stockton-on-Tees,63,63,0,All
751,2017,2017,E06000002,Middlesbrough,41,41,2,Female
740,2017,2017,E06000003,Redcar and Cleveland,0,0,1,Male
1392,2017,2017,E06000004,Stockton-on-Tees,54,54,1,Male
1248,2017,2017,E06000004,Stockton-on-Tees,8,8,2,Female
738,2017,2017,E06000003,Redcar and Cleveland,16,16,1,Male
657,2017,2017,E06000002,Middlesbrough,39,39,2,Female
2630,2017,2017,E06000004,Stockton-on-Tees,33,33,0,All
1802,2017,2017,E06000003,Redcar and Cleveland,46,46,0,All
1260,2017,2017,E06000004,Stockton-on-Tees,10,10,1,Male
2034,2017,2017,E06000003,Redcar and Cleveland,70,70,0,All
914,2017,2017,E06000002,Middlesbrough,46,46,2,Female
834,2017,2017,E06000002,Middlesbrough,62,62,2,Female
857,2017,2017,E06000003,Redcar and Cleveland,71,71,2,Female
1187,2017,2017,E06000004,Stockton-on-Tees,41,41,2,Female
699,2017,2017,E06000003,Redcar and Cleveland,20,20,1,Male
1219,2017,2017,E06000004,Stockton-on-Tees,10,10,2,Female
406,2017,2017,E06000003,Redcar and Cleveland,90+,90+,1,Male
713,2017,2017,E06000003,Redcar and Cleveland,38,38,2,Female
591,2017,2017,E06000003,Redcar and Cleveland,85,85,0,All
1074,2017,2017,E06000004,Stockton-on-Tees,42,42,1,Male
1206,2017,2017,E06000004,Stockton-on-Tees,11,11,2,Female
240,2017,2017,E06000003,Redcar and Cleveland,85,85,1,Male
585,2017,2017,E06000003,Redcar and Cleveland,75,75,1,Male
994,2017,2017,E06000002,Middlesbrough,55,55,2,Female
1385,2017,2017,E06000004,Stockton-on-Tees,57,57,2,Female
1082,2017,2017,E06000004,Stockton-on-Tees,40,40,2,Female
196,2017,2017,E06000003,Redcar and Cleveland,87,87,1,Male
1261,2017,2017,E06000004,Stockton-on-Tees,76,76,0,All
684,2017,2017,E06000003,Redcar and Cleveland,34,34,1,Male
1047,2017,2017,E06000004,Stockton-on-Tees,40,40,1,Male
767,2017,2017,E06000003,Redcar and Cleveland,64,64,1,Male
422,2017,2017,E06000002,Middlesbrough,80,80,2,Female
701,2017,2017,E06000003,Redcar and Cleveland,19,19,1,Male
2339,2017,2017,E06000004,Stockton-on-Tees,22,22,0,All
472,2017,2017,E06000002,Middlesbrough,75,75,2,Female
1075,2017,2017,E06000004,Stockton-on-Tees,64,64,2,Female
788,2017,2017,E06000003,Redcar and Cleveland,62,62,1,Male
2548,2017,2017,E06000004,Stockton-on-Tees,26,26,0,All
830,2017,2017,E06000003,Redcar and Cleveland,62,62,2,Female
788,2017,2017,E06000003,Redcar and Cleveland,3,3,1,Male
343,2017,2017,E06000004,Stockton-on-Tees,83,83,1,Male
659,2017,2017,E06000003,Redcar and Cleveland,74,74,2,Female
1461,2017,2017,E06000004,Stockton-on-Tees,47,47,2,Female
379,2017,2017,E06000002,Middlesbrough,82,82,2,Female
529,2017,2017,E06000003,Redcar and Cleveland,77,77,1,Male
974,2017,2017,E06000003,Redcar and Cleveland,48,48,2,Female
784,2017,2017,E06000003,Redcar and Cleveland,10,10,2,Female
1277,2017,2017,E06000004,Stockton-on-Tees,25,25,2,Female
2901,2017,2017,E06000004,Stockton-on-Tees,55,55,0,All
1337,2017,2017,E06000004,Stockton-on-Tees,29,29,2,Female
928,2017,2017,E06000003,Redcar and Cleveland,59,59,1,Male
1577,2017,2017,E06000003,Redcar and Cleveland,29,29,0,All
822,2017,2017,E06000003,Redcar and Cleveland,63,63,1,Male
2482,2017,2017,E06000004,Stockton-on-Tees,28,28,0,All
709,2017,2017,E06000003,Redcar and Cleveland,39,39,2,Female
1166,2017,2017,E06000004,Stockton-on-Tees,12,12,1,Male
2234,2017,2017,E06000004,Stockton-on-Tees,42,42,0,All
817,2017,2017,E06000003,Redcar and Cleveland,26,26,2,Female
1051,2017,2017,E06000004,Stockton-on-Tees,14,14,2,Female
